text,label
Pick up now,pick_up_call
Receive now,pick_up_call
Answer this phone,pick_up_call
Accept the ringing call,pick_up_call
Take the phone call,pick_up_call
Respond to the call,pick_up_call
Accept the caller,pick_up_call
Join the call,pick_up_call
Pick up the incoming phone,pick_up_call
Go ahead and pick up,pick_up_call
Start the call,pick_up_call
Receive the caller,pick_up_call
Take this phone call,pick_up_call
Answer my phone,pick_up_call
Accept this incoming phone call,pick_up_call
Can you receive the call?,pick_up_call
Please receive the call,pick_up_call
Answer immediately,pick_up_call
Pick up immediately,pick_up_call
Take the call now,pick_up_call
Accept the call now,pick_up_call
Decline call,decline_call
Reject the call,decline_call
Hang up,decline_call
Ignore the call,decline_call
End the call,decline_call
Decline the incoming call,decline_call
Reject this call,decline_call
Can you reject the call?,decline_call
Please decline the call,decline_call
Don't answer the call,decline_call
Ignore this phone call,decline_call
Reject the incoming call,decline_call
End this call,decline_call
Dismiss the call,decline_call
Hang up the phone,decline_call
Cancel the call,decline_call
Decline it,decline_call
Reject it,decline_call
Ignore it,decline_call
Disconnect the call,decline_call
Stop the call,decline_call
Reject the phone call,decline_call
Decline my call,decline_call
Ignore the incoming phone call,decline_call
Please hang up,decline_call
Hang up now,decline_call
Reject now,decline_call
Decline now,decline_call
Disconnect now,decline_call
Refuse the call,decline_call
Refuse this phone call,decline_call
Terminate the call,decline_call
Cancel this incoming call,decline_call
Stop ringing,decline_call
Dismiss the incoming call,decline_call
Decline the ringing call,decline_call
Ignore the caller,decline_call
Reject the caller,decline_call
End the incoming call,decline_call
Hang up immediately,decline_call
Reject immediately,decline_call
Please reject this call,decline_call
Don't pick up,decline_call
Decline this phone call,decline_call
Skip the call,decline_call
Ignore this caller,decline_call
Cancel the phone call,decline_call
Disconnect the incoming call,decline_call
End the phone call,decline_call
Reject the call now,decline_call
